cve_ent,poblacion,nombre,29-01-2020,30-01-2020,31-01-2020,01-02-2020,02-02-2020,03-02-2020,04-02-2020,05-02-2020,06-02-2020,07-02-2020,08-02-2020,09-02-2020,10-02-2020,11-02-2020,12-02-2020,13-02-2020,14-02-2020,15-02-2020,16-02-2020,17-02-2020,18-02-2020,19-02-2020,20-02-2020,21-02-2020,22-02-2020,23-02-2020,24-02-2020,25-02-2020,26-02-2020,27-02-2020,28-02-2020,29-02-2020,01-03-2020,02-03-2020,03-03-2020,04-03-2020,05-03-2020,06-03-2020,07-03-2020,08-03-2020,09-03-2020,10-03-2020,11-03-2020,12-03-2020,13-03-2020,14-03-2020,15-03-2020,16-03-2020,17-03-2020,18-03-2020,19-03-2020,20-03-2020,21-03-2020,22-03-2020,23-03-2020,24-03-2020,25-03-2020,26-03-2020,27-03-2020,28-03-2020,29-03-2020,30-03-2020,31-03-2020,01-04-2020,02-04-2020,03-04-2020,04-04-2020,05-04-2020,06-04-2020,07-04-2020,08-04-2020,09-04-2020,10-04-2020,11-04-2020,12-04-2020,13-04-2020,14-04-2020,15-04-2020,16-04-2020,17-04-2020,18-04-2020,19-04-2020,20-04-2020,21-04-2020,22-04-2020,23-04-2020,24-04-2020,25-04-2020,26-04-2020,27-04-2020,28-04-2020,29-04-2020,30-04-2020,01-05-2020,02-05-2020,03-05-2020,04-05-2020,05-05-2020,06-05-2020,07-05-2020,08-05-2020,09-05-2020,10-05-2020,11-05-2020,12-05-2020,13-05-2020,14-05-2020,15-05-2020,16-05-2020,17-05-2020,18-05-2020,19-05-2020,20-05-2020,21-05-2020,22-05-2020,23-05-2020,24-05-2020,25-05-2020,26-05-2020,27-05-2020,28-05-2020,29-05-2020,30-05-2020,31-05-2020,01-06-2020,02-06-2020,03-06-2020,04-06-2020,05-06-2020,06-06-2020,07-06-2020,08-06-2020,09-06-2020,10-06-2020,11-06-2020,12-06-2020,13-06-2020,14-06-2020,15-06-2020,16-06-2020,17-06-2020,18-06-2020,19-06-2020,20-06-2020,21-06-2020,22-06-2020,23-06-2020,24-06-2020,25-06-2020,26-06-2020,27-06-2020,28-06-2020,29-06-2020,30-06-2020,01-07-2020,02-07-2020,03-07-2020,04-07-2020,05-07-2020,06-07-2020,07-07-2020,08-07-2020,09-07-2020,10-07-2020,11-07-2020,12-07-2020,13-07-2020,14-07-2020,15-07-2020,16-07-2020,17-07-2020,18-07-2020,19-07-2020,20-07-2020,21-07-2020,22-07-2020,23-07-2020,24-07-2020,25-07-2020,26-07-2020,27-07-2020,28-07-2020,29-07-2020,30-07-2020,31-07-2020,01-08-2020,02-08-2020,03-08-2020,04-08-2020,05-08-2020,06-08-2020,07-08-2020,08-08-2020,09-08-2020,10-08-2020,11-08-2020,12-08-2020,13-08-2020,14-08-2020,15-08-2020,16-08-2020,17-08-2020,18-08-2020,19-08-2020,20-08-2020,21-08-2020,22-08-2020,23-08-2020,24-08-2020,25-08-2020,26-08-2020,27-08-2020
"01",1434635,"AGUASCALIENTES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,1,0,0,2,3,3,2,4,0,2,0,7,3,4,2,1,4,9,3,3,7,9,14,86,72,145,4
"02",3634868,"BAJA CALIFORNIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,2,1,0,0,1,0,2,0,1,0,0,0,2,1,1,2,2,1,2,0,5,3,5,7,1,0,3,6,5,1,5,1,0,1,2,20,5,8,1,0,5,9,5,10,4,1,0,2,4,4,5,7,0,0,5,3,9,2,0,0,3,4,11,5,8,18,17,25,6,0,2,3,1,0,0,7,3,3,2,10,0,1,1,0,22,27,2,0,0,5,4,4,5,5,2,2,7,8,3,9,11,4,2,14,71,43,78,67,32,29,152,134,141,1
"03",804708,"BAJA CALIFORNIA SUR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,1,0,2,0,6,0,0,0,1,0,3,0,1,0,0,3,1,5,2,1,3,2,2,4,3,1,1,0,0,1,2,4,5,5,0,0,2,0,0,1,0,1,1,4,3,0,2,0,0,0,2,2,4,0,10,4,12,50,51,232,3
"04",1000617,"CAMPECHE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,1,0,1,2,0,1,0,2,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,0,2,3,3,6,0,11,22,58,0
"07",5730367,"CHIAPAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,5,0,1,0,0,1,0,0,0,0,1,1,0,2,0,1,0,0,0,1,0,3,11,18,10,11,0,0,8,4,3,5,0,0,0,1,2,0,1,3,1,0,2,0,0,10,2,2,0,2,0,0,0,0,0,0,0,2,1,0,1,1,0,0,1,0,1,4,0,0,2,1,1,1,0,0,0,1,0,1,1,2,0,0,2,0,0,2,0,0,0,1,2,4,4,9,3,1,10,18,26,4
"08",3801487,"CHIHUAHUA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,3,1,0,0,1,2,0,4,5,2,2,2,2,0,3,3,2,1,5,5,3,3,9,5,2,4,4,1,8,6,7,7,5,5,1,13,9,9,12,12,3,0,12,14,6,3,16,4,6,11,8,8,4,10,0,1,9,3,7,4,5,0,1,3,9,4,4,6,5,2,3,5,3,12,14,6,4,13,18,8,11,8,7,4,7,6,19,16,13,4,2,10,8,16,20,12,8,10,17,13,22,25,19,4,11,21,39,33,51,19,23,9,46,45,36,39,42,25,14,61,47,48,63,91,46,31,128,104,122,152,122,57,47,176,164,96,2
"09",9018645,"DISTRITO FEDERAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1,1,2,3,3,3,2,5,7,4,6,3,7,8,8,12,12,15,9,8,12,5,12,14,15,24,17,22,19,24,37,37,28,39,36,29,68,62,48,68,58,43,35,80,71,82,63,76,56,58,86,116,76,71,87,46,40,67,58,94,81,85,63,32,75,75,69,75,72,46,42,92,74,75,91,77,70,50,102,85,85,97,113,46,40,102,72,106,85,72,57,37,82,138,89,73,102,42,38,97,102,89,129,110,63,25,108,77,99,90,100,58,41,103,122,106,124,90,69,36,92,91,88,90,115,57,35,119,75,76,105,99,58,35,97,93,83,100,266,343,181,1068,2292,4025,241
"05",3218720,"COAHUILA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,4,1,0,1,2,2,4,10,3,5,11,6,8,7,12,4,1,19,13,15,18,52,14,6,14,10,13,9,8,9,4,26,24,32,30,24,14,6,32,25,18,10,19,3,4,17,18,17,12,33,12,4,27,32,31,20,16,24,3,54,40,27,23,11,17,15,34,27,16,27,10,7,5,22,26,30,16,26,20,2,10,13,22,17,25,4,6,13,15,20,21,16,20,4,30,23,28,35,17,15,16,33,40,33,50,104,50,48,201,328,441,20
"06",785153,"COLIMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,6,1,6,47,38,94,16
"10",1868996,"DURANGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,3,2,1,0,3,4,1,5,1,0,0,0,3,3,2,10,2,2,1,1,8,6,3,2,1,5,5,5,10,15,9,0,9,6,5,0,1,0,0,4,4,32,86,90,25,82,5,5,4,6,6,1,0,9,9,8,10,10,3,2,15,10,8,7,5,1,2,5,8,12,6,7,1,2,9,12,6,3,7,3,2,9,5,3,8,12,4,2,7,13,7,13,14,5,4,11,19,34,14,22,9,11,81,134,179,32
"11",6228175,"GUANAJUATO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,10,3,2,1,11,1,1,16,12,14,4,26,9,4,2,7,1,11,0,6,0,3,0,1,4,3,2,1,2,2,0,1,4,0,1,8,2,5,3,10,7,1,10,4,5,7,6,5,2,17,13,6,5,1,3,5,17,11,3,6,11,6,3,10,7,9,10,16,0,2,17,7,8,11,15,8,9,7,5,7,13,8,2,5,13,8,11,6,4,1,0,12,7,10,8,18,8,5,11,13,23,12,84,123,150,887,936,980,61
"12",3657048,"GUERRERO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,8,2,1,1,0,0,2,9,12,1,5,1,1,4,0,4,11,7,0,1,5,6,13,8,9,1,2,1,13,10,4,5,3,0,3,5,1,4,2,3,2,9,2,2,3,5,0,2,2,6,2,3,3,1,7,7,11,46,22,11,0,1,6,4,7,6,3,0,1,1,5,1,3,0,0,1,1,1,0,3,20,1,0,2,5,3,3,3,2,1,4,4,3,2,5,2,0,1,3,7,4,1,0,2,16,10,19,32,32,12,20,110,212,112,5
"13",3086414,"HIDALGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,1,0,1,1,2,2,1,1,0,0,0,3,1,2,0,0,1,3,1,2,1,4,0,2,2,0,2,7,2,1,0,1,2,0,2,2,2,0,1,4,2,3,1,2,0,1,1,3,0,4,0,1,2,3,1,2,3,2,0,1,2,1,1,1,1,0,4,2,2,3,1,1,0,4,2,2,0,2,3,1,4,0,0,2,5,5,2,1,3,1,8,9,1,6,75,110,129,14
"14",8409693,"JALISCO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2,1,0,2,9,5,4,1,2,2,4,9,6,3,6,4,2,7,21,9,6,6,7,1,9,7,17,16,18,13,8,8,15,11,14,14,10,6,21,18,27,19,19,22,2,29,26,30,43,35,13,25,29,31,33,40,36,8,9,58,35,32,27,34,26,8,52,36,13,24,41,25,8,18,17,40,23,34,21,8,23,20,14,14,17,30,6,22,19,17,12,9,31,8,10,28,19,15,32,11,5,53,22,26,21,27,21,18,41,43,26,36,35,24,26,123,263,404,35
